pageurl,eid,mid,event_name,event_org,event_date,event_place,f1pageurl,f2pageurl,f1name,f2name,f1result,f2result,f1fid,f2fid,method,method_d,ref,round,time
/events/WSOF-14-US-vs-Canada-39403,39403,4,WSOF 14 - U.S. vs. Canada,World Series of Fighting,10/11/2014,"Edmonton Expo Centre at Northlands, Edmonton, Alberta, Canada",/fighter/Tim-Hague-19599,/fighter/Craig-Hudson-75425,Tim Hague,Craig Hudson,win,loss,19599,75425,TKO (Punches),,John Braak,3,2:55
/events/WSOF-14-US-vs-Canada-39403,39403,3,WSOF 14 - U.S. vs. Canada,World Series of Fighting,10/11/2014,"Edmonton Expo Centre at Northlands, Edmonton, Alberta, Canada",/fighter/Hakeem-Dawodu-158725,/fighter/Mike-Malott-79377,Hakeem Dawodu,Mike Malott,win,loss,158725,79377,TKO (Punches and Elbows),,John Braak,1,4:13
/events/WSOF-14-US-vs-Canada-39403,39403,2,WSOF 14 - U.S. vs. Canada,World Series of Fighting,10/11/2014,"Edmonton Expo Centre at Northlands, Edmonton, Alberta, Canada",/fighter/Matt-Baker-49956,/fighter/Cody-Krahn-40749,Matt Baker,Cody Krahn,win,loss,49956,40749,Submission (Armbar),,John Braak,1,2:28
/events/WSOF-14-US-vs-Canada-39403,39403,1,WSOF 14 - U.S. vs. Canada,World Series of Fighting,10/11/2014,"Edmonton Expo Centre at Northlands, Edmonton, Alberta, Canada",/fighter/Roger-Alves-11401,/fighter/David-Swanson-66507,Roger Alves,David Swanson,win,loss,11401,66507,Decision (Unanimous),,Kyle Cardinal,3,5:00
/events/WSOF-15-Branch-vs-Okami-39287,39287,11,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/David-Branch-32431,/fighter/Yushin-Okami-5569,David Branch,Yushin Okami,win,loss,32431,5569,Method TKO (Punches),,Referee Andrew Glenn,4,3:39
/events/WSOF-15-Branch-vs-Okami-39287,39287,10,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/Justin-Gaethje-46648,/fighter/Melvin-Guillard-7431,Justin Gaethje,Melvin Guillard,win,loss,46648,7431,Decision (Split),,Andrew Glenn,3,5:00
/events/WSOF-15-Branch-vs-Okami-39287,39287,9,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/Jessica-Aguilar-15174,/fighter/Kalindra-Faria-48080,Jessica Aguilar,Kalindra Faria,win,loss,15174,48080,Decision (Unanimous),,Josh Rutgers,5,5:00
/events/WSOF-15-Branch-vs-Okami-39287,39287,8,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/Jorge-Patino-1015,/fighter/Eric-Reynolds-20976,Jorge Patino,Eric Reynolds,win,loss,1015,20976,Decision (Unanimous),,Andrew Glenn,3,5:00
/events/WSOF-15-Branch-vs-Okami-39287,39287,7,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/Maurice-Salmon-72197,/fighter/Javier-Torres-53739,Maurice Salmon,Javier Torres,win,loss,72197,53739,TKO (Doctor Stoppage),,Josh Rutgers,1,5:00
/events/WSOF-15-Branch-vs-Okami-39287,39287,6,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/Anderson-Hutchinson-135951,/fighter/Troy-Gerhart-35811,Anderson Hutchinson,Troy Gerhart,win,loss,135951,35811,Decision (Unanimous),,Andrew Glenn,3,5:00
/events/WSOF-15-Branch-vs-Okami-39287,39287,5,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/Ryan-Keenan-33827,/fighter/Jose-Andres-Cortes-179545,Ryan Keenan,Jose Andres Cortes,win,loss,33827,179545,Submission (Rear-Naked Choke),,Josh Rutgers,3,2:16
/events/WSOF-15-Branch-vs-Okami-39287,39287,4,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/Tony-Way-64023,/fighter/Frederico-Moncaio-145783,Tony Way,Frederico Moncaio,win,loss,64023,145783,Submission (Guillotine Choke),,Andrew Glenn,3,2:03
/events/WSOF-15-Branch-vs-Okami-39287,39287,3,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/Hector-Ochoa-65211,/fighter/Robert-Reed-121075,Hector Ochoa,Robert Reed,win,loss,65211,121075,Decision (Split),,Josh Rutgers,3,5:00
/events/WSOF-15-Branch-vs-Okami-39287,39287,2,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/Reggie-Pena-14709,/fighter/Joe-Johnson-70152,Reggie Pena,Joe Johnson,win,loss,14709,70152,Submission (Rear-Naked Choke),,Andrew Glenn,1,4:15
/events/WSOF-15-Branch-vs-Okami-39287,39287,1,WSOF 15 - Branch vs. Okami,World Series of Fighting,11/15/2014,"USF Sun Dome, Tampa, Florida, United States",/fighter/Matt-Frevola-100247,/fighter/Josh-Zuckerman-183055,Matt Frevola,Josh Zuckerman,win,loss,100247,183055,Submission (Triangle Armbar),,Josh Rutgers,1,2:50
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,13,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Rousimar-Palhares-16286,/fighter/Jon-Fitch-4865,Rousimar Palhares,Jon Fitch,win,loss,16286,4865,Method Submission (Kneebar),,Referee Edward Collantes,1,1:30
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,12,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Lance-Palmer-80836,/fighter/Rick-Glenn-20171,Lance Palmer,Rick Glenn,win,loss,80836,20171,Submission (Rear-Naked Choke),,N/A,3,3:09
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,11,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Sheymon-da-Silva-Moraes-93951,/fighter/Gabriel-Solorio-31799,Sheymon da Silva Moraes,Gabriel Solorio,win,loss,93951,31799,Decision (Split),,Edward Collantes,3,5:00
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,10,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Josh-Berkovic-110649,/fighter/Brenson-Hansen-55742,Josh Berkovic,Brenson Hansen,win,loss,110649,55742,Decision (Unanimous),,Milton Wallace,3,5:00
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,9,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Lewis-Gonzalez-84278,/fighter/Justin-Buchholz-18062,Lewis Gonzalez,Justin Buchholz,win,loss,84278,18062,Decision (Split),,N/A,3,5:00
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,7,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Dave-Huckaba-16826,/fighter/CJ-Leveque-15881,Dave Huckaba,C.J. Leveque,win,loss,16826,15881,TKO (Punches),,Milton Wallace,2,1:47
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,6,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/David-Mitchell-16830,/fighter/Justin-Baesman-31286,David Mitchell,Justin Baesman,win,loss,16830,31286,Submission (Rear-Naked Choke),,Edward Collantes,1,1:44
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,5,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Dominic-Waters-68971,/fighter/Martin-Sano-72698,Dominic Waters,Martin Sano,win,loss,68971,72698,Decision (Unanimous),,David Shirley,3,5:00
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,4,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Erick-Sanchez-96765,/fighter/Drey-Mitchell-86786,Erick Sanchez,Drey Mitchell,win,loss,96765,86786,Decision (Unanimous),,Edward Collantes,3,5:00
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,3,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Jason-Powell-141389,/fighter/Chris-Avila-155641,Jason Powell,Chris Avila,win,loss,141389,155641,Decision (Unanimous),,David Shirley,3,5:00
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,2,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Joseph-Morales-123553,/fighter/Christian-Espinosa-109103,Joseph Morales,Christian Espinosa,win,loss,123553,109103,Decision (Unanimous),,N/A,3,5:00
/events/WSOF-16-Palhares-vs-Fitch-40049,40049,1,WSOF 16 - Palhares vs. Fitch,World Series of Fighting,12/13/2014,"McClellan Conference Center, Sacramento, California, United States",/fighter/Justin-Durham-144071,/fighter/Dylan-Blakesly-156327,Justin Durham,Dylan Blakesly,win,loss,144071,156327,Decision (Unanimous),,Milton Wallace,3,5:00
/events/WSOF-17-Shields-vs-Foster-42677,42677,8,WSOF 17 - Shields vs. Foster,World Series of Fighting,1/17/2015,"Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Jake-Shields-502,/fighter/Brian-Foster-17723,Jake Shields,Brian Foster,win,loss,502,17723,Method Submission (Neck Crank),,Referee Steve Mazzagatti,1,2:51
/events/WSOF-17-Shields-vs-Foster-42677,42677,7,WSOF 17 - Shields vs. Foster,World Series of Fighting,1/17/2015,"Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Joe-Condon-24147,/fighter/Jonathan-Nunez-61050,Joe Condon,Jonathan Nunez,win,loss,24147,61050,Submission (Guillotine Choke),,Mark Smith,3,4:22
/events/WSOF-17-Shields-vs-Foster-42677,42677,6,WSOF 17 - Shields vs. Foster,World Series of Fighting,1/17/2015,"Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Krasimir-Mladenov-63057,/fighter/Brendan-Kornberger-61442,Krasimir Mladenov,Brendan Kornberger,win,loss,63057,61442,Decision (Unanimous),,Chris Tognoni,3,5:00
/events/WSOF-17-Shields-vs-Foster-42677,42677,5,WSOF 17 - Shields vs. Foster,World Series of Fighting,1/17/2015,"Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Bryson-Hansen-27031,/fighter/Rudy-Morales-72409,Bryson Hansen,Rudy Morales,win,loss,27031,72409,Decision (Unanimous),,Kim Winslow,3,5:00
/events/WSOF-17-Shields-vs-Foster-42677,42677,4,WSOF 17 - Shields vs. Foster,World Series of Fighting,1/17/2015,"Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Danny-Davis-Jr-43956,/fighter/Adam-Cella-69956,Danny Davis Jr.,Adam Cella,win,loss,43956,69956,Decision (Unanimous),,Steve Mazzagatti,3,5:00
/events/WSOF-17-Shields-vs-Foster-42677,42677,3,WSOF 17 - Shields vs. Foster,World Series of Fighting,1/17/2015,"Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Jordan-Rinaldi-53815,/fighter/Soslan-Abanokov-71292,Jordan Rinaldi,Soslan Abanokov,win,loss,53815,71292,Submission (Inverted Triangle Keylock),,Mark Smith,3,3:02
/events/WSOF-17-Shields-vs-Foster-42677,42677,2,WSOF 17 - Shields vs. Foster,World Series of Fighting,1/17/2015,"Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Donavon-Frelow-79087,/fighter/Taylor-McCorriston-43129,Donavon Frelow,Taylor McCorriston,win,loss,79087,43129,Decision (Unanimous),,Chris Tognoni,3,5:00
/events/WSOF-17-Shields-vs-Foster-42677,42677,1,WSOF 17 - Shields vs. Foster,World Series of Fighting,1/17/2015,"Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Trey-Williams-122819,/fighter/Jamie-Point-171519,Trey Williams,Jamie Point,win,loss,122819,171519,Technical Submission (Anaconda Choke),,Kim Winslow,1,3:52
/events/WSOF-18-Moraes-vs-Hill-43147,43147,8,WSOF 18 - Moraes vs. Hill,World Series of Fighting,2/12/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Dan-Lariviere-134877,/fighter/Garret-Nybakken-60752,Dan Lariviere,Garret Nybakken,win,loss,134877,60752,Method Submission (Rear-Naked Choke),,Referee Kyle Cardinal,1,4:40
/events/WSOF-18-Moraes-vs-Hill-43147,43147,7,WSOF 18 - Moraes vs. Hill,World Series of Fighting,2/12/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Mark-Drummond-71039,/fighter/Spencer-Jebb-87110,Mark Drummond,Spencer Jebb,win,loss,71039,87110,KO (Knee),,Vern Gorman,3,2:43
/events/WSOF-18-Moraes-vs-Hill-43147,43147,6,WSOF 18 - Moraes vs. Hill,World Series of Fighting,2/12/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Marlon-Moraes-30936,/fighter/Josh-Hill-53662,Marlon Moraes,Josh Hill,win,loss,30936,53662,Decision (Unanimous),,Vern Gorman,5,5:00
/events/WSOF-18-Moraes-vs-Hill-43147,43147,5,WSOF 18 - Moraes vs. Hill,World Series of Fighting,2/12/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Shane-Campbell-34625,/fighter/Derek-Boyle-20401,Shane Campbell,Derek Boyle,win,loss,34625,20401,TKO (Body Kick and Punches),,John Braak,3,0:31
/events/WSOF-18-Moraes-vs-Hill-43147,43147,4,WSOF 18 - Moraes vs. Hill,World Series of Fighting,2/12/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Andrew-McInnes-82665,/fighter/Cody-McKenzie-22173,Andrew McInnes,Cody McKenzie,win,loss,82665,22173,DQ (Intentional Headbutt),,Kyle Cardinal,1,4:57
/events/WSOF-18-Moraes-vs-Hill-43147,43147,3,WSOF 18 - Moraes vs. Hill,World Series of Fighting,2/12/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Hakeem-Dawodu-158725,/fighter/Tristan-Johnson-26919,Hakeem Dawodu,Tristan Johnson,win,loss,158725,26919,TKO (Punches),,Vern Gorman,3,1:59
/events/WSOF-18-Moraes-vs-Hill-43147,43147,2,WSOF 18 - Moraes vs. Hill,World Series of Fighting,2/12/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Matt-Baker-49956,/fighter/Ali-Mokdad-34224,Matt Baker,Ali Mokdad,NC,NC,49956,34224,NC (Accidental Clash of Heads),,Kyle Cardinal,1,0:13
/events/WSOF-18-Moraes-vs-Hill-43147,43147,1,WSOF 18 - Moraes vs. Hill,World Series of Fighting,2/12/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Marcus-Hicks-9363,/fighter/Graham-Park-74565,Marcus Hicks,Graham Park,win,loss,9363,74565,Submission (Rear-Naked Choke),,John Braak,1,2:28
/events/WSOF-19-Gaethje-vs-Palomino-43627,43627,10,WSOF 19 - Gaethje vs. Palomino,World Series of Fighting,3/28/2015,"Comerica Theatre, Phoenix, Arizona, United States",/fighter/Justin-Gaethje-46648,/fighter/Luis-Palomino-16697,Justin Gaethje,Luis Palomino,win,loss,46648,16697,Method TKO (Leg Kicks and Punches),,Referee Al Guinee,3,3:57
/events/WSOF-19-Gaethje-vs-Palomino-43627,43627,9,WSOF 19 - Gaethje vs. Palomino,World Series of Fighting,3/28/2015,"Comerica Theatre, Phoenix, Arizona, United States",/fighter/Teddy-Holder-93385,/fighter/Thiago-Silva-14396,Teddy Holder,Thiago Silva,win,loss,93385,14396,TKO (Punches),,Ryan Brueggeman,1,2:00
/events/WSOF-19-Gaethje-vs-Palomino-43627,43627,8,WSOF 19 - Gaethje vs. Palomino,World Series of Fighting,3/28/2015,"Comerica Theatre, Phoenix, Arizona, United States",/fighter/Timur-Valiev-70605,/fighter/Ed-West-7166,Timur Valiev,Ed West,win,loss,70605,7166,TKO (Elbows and Punches),,Ryan Brueggeman,1,1:39
/events/WSOF-19-Gaethje-vs-Palomino-43627,43627,7,WSOF 19 - Gaethje vs. Palomino,World Series of Fighting,3/28/2015,"Comerica Theatre, Phoenix, Arizona, United States",/fighter/Clifford-Starks-56902,/fighter/Jake-Heun-66992,Clifford Starks,Jake Heun,win,loss,56902,66992,Submission (Arm-Triangle Choke),,Al Guinee,2,4:11
/events/WSOF-19-Gaethje-vs-Palomino-43627,43627,6,WSOF 19 - Gaethje vs. Palomino,World Series of Fighting,3/28/2015,"Comerica Theatre, Phoenix, Arizona, United States",/fighter/Jimmy-Spicuzza-47423,/fighter/Benny-Madrid-47166,Jimmy Spicuzza,Benny Madrid,win,loss,47423,47166,Decision (Split),,Ryan Brueggeman,3,5:00
/events/WSOF-19-Gaethje-vs-Palomino-43627,43627,5,WSOF 19 - Gaethje vs. Palomino,World Series of Fighting,3/28/2015,"Comerica Theatre, Phoenix, Arizona, United States",/fighter/Joe-Gigliotti-160679,/fighter/Brendan-Tierney-21921,Joe Gigliotti,Brendan Tierney,win,loss,160679,21921,TKO (Elbows),,Al Guinee,3,4:45
/events/WSOF-19-Gaethje-vs-Palomino-43627,43627,4,WSOF 19 - Gaethje vs. Palomino,World Series of Fighting,3/28/2015,"Comerica Theatre, Phoenix, Arizona, United States",/fighter/Andres-Ponce-159713,/fighter/Juan-Archuleta-142485,Andres Ponce,Juan Archuleta,win,loss,159713,142485,Submission (Triangle Choke),,Ryan Brueggeman,2,0:53
/events/WSOF-19-Gaethje-vs-Palomino-43627,43627,3,WSOF 19 - Gaethje vs. Palomino,World Series of Fighting,3/28/2015,"Comerica Theatre, Phoenix, Arizona, United States",/fighter/Dan-Huber-162189,/fighter/Israel-Aquino-162163,Dan Huber,Israel Aquino,win,loss,162189,162163,TKO (Punches),,Al Guinee,1,3:03
/events/WSOF-19-Gaethje-vs-Palomino-43627,43627,2,WSOF 19 - Gaethje vs. Palomino,World Series of Fighting,3/28/2015,"Comerica Theatre, Phoenix, Arizona, United States",/fighter/Matthew-Frincu-68999,/fighter/Eric-Regan-15933,Matthew Frincu,Eric Regan,win,loss,68999,15933,KO (Head Kick),,Ryan Brueggeman,2,0:14
/events/WSOF-19-Gaethje-vs-Palomino-43627,43627,1,WSOF 19 - Gaethje vs. Palomino,World Series of Fighting,3/28/2015,"Comerica Theatre, Phoenix, Arizona, United States",/fighter/Erik-Villalobos-77992,/fighter/Joe-Madrid-85896,Erik Villalobos,Joe Madrid,win,loss,77992,85896,Decision (Unanimous),,Ryan Brueggeman,3,5:00
/events/WSOF-20-Branch-vs-McElligott-44135,44135,9,WSOF 20 - Branch vs. McElligott,World Series of Fighting,4/10/2015,"Foxwoods Resort and Casino, Ledyard, Connecticut, United States",/fighter/David-Branch-32431,/fighter/Jesse-McElligott-59958,David Branch,Jesse McElligott,win,loss,32431,59958,Method Technical Submission (Shoulder Choke),,Referee Dan Miragliotta,2,1:28
/events/WSOF-20-Branch-vs-McElligott-44135,44135,8,WSOF 20 - Branch vs. McElligott,World Series of Fighting,4/10/2015,"Foxwoods Resort and Casino, Ledyard, Connecticut, United States",/fighter/Nick-Newell-59502,/fighter/Joe-Condon-24147,Nick Newell,Joe Condon,win,loss,59502,24147,Decision (Unanimous),,Kevin Mulhall,3,5:00
/events/WSOF-20-Branch-vs-McElligott-44135,44135,7,WSOF 20 - Branch vs. McElligott,World Series of Fighting,4/10/2015,"Foxwoods Resort and Casino, Ledyard, Connecticut, United States",/fighter/Emmanuel-Walo-79331,/fighter/Ben-Fodor-45446,Emmanuel Walo,Ben Fodor,win,loss,79331,45446,Decision (Unanimous),,Bryan Miner,3,5:00
/events/WSOF-20-Branch-vs-McElligott-44135,44135,6,WSOF 20 - Branch vs. McElligott,World Series of Fighting,4/10/2015,"Foxwoods Resort and Casino, Ledyard, Connecticut, United States",/fighter/Steve-Mocco-104569,/fighter/Juliano-Coutinho-58750,Steve Mocco,Juliano Coutinho,win,loss,104569,58750,TKO (Punches),,Dan Miragliotta,1,4:02
/events/WSOF-20-Branch-vs-McElligott-44135,44135,5,WSOF 20 - Branch vs. McElligott,World Series of Fighting,4/10/2015,"Foxwoods Resort and Casino, Ledyard, Connecticut, United States",/fighter/Ozzy-Dugulubgov-80803,/fighter/Lucas-Montoya-35633,Ozzy Dugulubgov,Lucas Montoya,win,loss,80803,35633,TKO (Arm Injury),,Kevin Mulhall,1,3:39
/events/WSOF-20-Branch-vs-McElligott-44135,44135,4,WSOF 20 - Branch vs. McElligott,World Series of Fighting,4/10/2015,"Foxwoods Resort and Casino, Ledyard, Connecticut, United States",/fighter/Islam-Mamedov-49419,/fighter/Leon-Davis-61782,Islam Mamedov,Leon Davis,win,loss,49419,61782,TKO (Punches),,Bryan Miner,1,4:42
/events/WSOF-20-Branch-vs-McElligott-44135,44135,3,WSOF 20 - Branch vs. McElligott,World Series of Fighting,4/10/2015,"Foxwoods Resort and Casino, Ledyard, Connecticut, United States",/fighter/Saul-Almeida-44913,/fighter/Chris-Foster-25653,Saul Almeida,Chris Foster,win,loss,44913,25653,Decision (Split),,Dan Miragliotta,3,5:00
/events/WSOF-20-Branch-vs-McElligott-44135,44135,2,WSOF 20 - Branch vs. McElligott,World Series of Fighting,4/10/2015,"Foxwoods Resort and Casino, Ledyard, Connecticut, United States",/fighter/Matt-Secor-46309,/fighter/Chip-MorazaPollard-39674,Matt Secor,Chip Moraza-Pollard,win,loss,46309,39674,Decision (Unanimous),,Kevin Mulhall,3,5:00
/events/WSOF-20-Branch-vs-McElligott-44135,44135,1,WSOF 20 - Branch vs. McElligott,World Series of Fighting,4/10/2015,"Foxwoods Resort and Casino, Ledyard, Connecticut, United States",/fighter/Darren-Mima-83351,/fighter/Johnny-Campbell-59957,Darren Mima,Johnny Campbell,win,loss,83351,59957,Decision (Unanimous),,Bryan Miner,3,5:00
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,11,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Stephen-Beaumont-70334,/fighter/Jose-Rodriguez-37349,Stephen Beaumont,Jose Rodriguez,win,loss,70334,37349,Method Decision (Unanimous),,Referee Kyle Cardinal,3,5:00
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,10,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Spencer-Rohovie-30981,/fighter/Tim-Smith-18903,Spencer Rohovie,Tim Smith,win,loss,30981,18903,Submission (Rear-Naked Choke),,Vern Gorman,1,3:09
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,9,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Garret-Nybakken-60752,/fighter/Nick-Hrabec-114959,Garret Nybakken,Nick Hrabec,win,loss,60752,114959,KO (Punches),,Vern Gorman,1,3:36
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,8,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Roger-Alves-11401,/fighter/Danny-Doig-78003,Roger Alves,Danny Doig,win,loss,11401,78003,Submission (Arm-Triangle Choke),,Vern Gorman,1,2:49
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,7,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Michael-Hill-58931,/fighter/Mark-Drummond-71039,Michael Hill,Mark Drummond,win,loss,58931,71039,Decision (Split),,Vern Gorman,3,5:00
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,6,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Lance-Palmer-80836,/fighter/Chris-Horodecki-13944,Lance Palmer,Chris Horodecki,win,loss,80836,13944,Submission (Neck Crank),,Kyle Cardinal,1,4:28
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,5,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Blagoy-Ivanov-50154,/fighter/Smealinho-Rama-93351,Blagoy Ivanov,Smealinho Rama,win,loss,50154,93351,Submission (Guillotine Choke),,Vern Gorman,3,1:17
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,4,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Hakeem-Dawodu-158725,/fighter/Chuka-Willis-122799,Hakeem Dawodu,Chuka Willis,win,loss,158725,122799,TKO (Knees and Elbows),,Kyle Cardinal,2,2:55
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,3,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Thiago-Jambo-Goncalves-10661,/fighter/Matt-Baker-49956,Thiago Jambo Goncalves,Matt Baker,win,loss,10661,49956,TKO (Retirement),,Kyle Cardinal,2,5:00
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,2,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Justin-Sander-146359,/fighter/Dan-Lariviere-134877,Justin Sander,Dan Lariviere,win,loss,146359,134877,Submission (Arm-Triangle Choke),,Kyle Cardinal,2,2:52
/events/WSOF-21-Palmer-vs-Horodecki-43733,43733,1,WSOF 21 - Palmer vs. Horodecki,World Series of Fighting,6/5/2015,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Michael-Hay-166897,/fighter/Louie-Grover-90195,Michael Hay,Louie Grover,win,loss,166897,90195,Submission (Armbar),,Kyle Cardinal,1,2:17
/events/WSOF-22-Palhares-vs-Shields-45361,45361,10,WSOF 22 - Palhares vs. Shields,World Series of Fighting,8/1/2015,"The Axis at Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Rousimar-Palhares-16286,/fighter/Jake-Shields-502,Rousimar Palhares,Jake Shields,win,loss,16286,502,Method Submission (Kimura),,Referee Steve Mazzagatti,3,2:02
/events/WSOF-22-Palhares-vs-Shields-45361,45361,9,WSOF 22 - Palhares vs. Shields,World Series of Fighting,8/1/2015,"The Axis at Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Marlon-Moraes-30936,/fighter/Sheymon-da-Silva-Moraes-93951,Marlon Moraes,Sheymon da Silva Moraes,win,loss,30936,93951,Submission (Rear-Naked Choke),,Mark Smith,3,3:46
/events/WSOF-22-Palhares-vs-Shields-45361,45361,8,WSOF 22 - Palhares vs. Shields,World Series of Fighting,8/1/2015,"The Axis at Planet Hollywood Resort and Casino, Las Vegas, Nevada, United States",/fighter/Clifford-Starks-56902,/fighter/Mike-Kyle-3619,Clifford Starks,Mike Kyle,win,loss,56902,3619,Decision (Unanimous),,Chris Tognoni,3,5:00
