pageurl,eid,mid,event_name,event_org,event_date,event_place,f1pageurl,f2pageurl,f1name,f2name,f1result,f2result,f1fid,f2fid,method,method_d,ref,round,time
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,12,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Ryan-Ford-23000,/fighter/Joel-Powell-28624,Ryan Ford,Joel Powell,win,loss,23000,28624,Method KO (Front Kick and Punch),,Referee Kyle Cardinal,1,0:53
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,11,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Smealinho-Rama-93351,/fighter/Steve-Mocco-104569,Smealinho Rama,Steve Mocco,win,loss,93351,104569,Decision (Unanimous),,John Braak,3,5:00
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,10,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Michael-Hill-58931,/fighter/Ryan-Dickson-75432,Michael Hill,Ryan Dickson,win,loss,58931,75432,Decision (Unanimous),,Vern Gorman,3,5:00
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,9,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Josh-Machan-15303,/fighter/Adam-Lorenz-26342,Josh Machan,Adam Lorenz,win,loss,15303,26342,Decision (Split),,Kyle Cardinal,3,5:00
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,8,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Brandt-Dewsbery-45280,/fighter/Mark-Drummond-71039,Brandt Dewsbery,Mark Drummond,win,loss,45280,71039,Submission (Rear-Naked Choke),,John Braak,1,4:31
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,7,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Lenny-Wheeler-38121,/fighter/Will-Romero-34624,Lenny Wheeler,Will Romero,NC,NC,38121,34624,NC (Wheeler Punched in Back of Head),,Vern Gorman,1,4:47
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,6,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Mike-Kent-71017,/fighter/Matt-Baker-49956,Mike Kent,Matt Baker,win,loss,71017,49956,Decision (Split),,Vern Gorman,3,5:00
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,5,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Tim-Hague-19599,/fighter/Lee-Mein-6648,Tim Hague,Lee Mein,win,loss,19599,6648,TKO (Punches),,John Braak,1,4:21
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,4,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Owen-Carr-44447,/fighter/Maged-Hammo-66644,Owen Carr,Maged Hammo,win,loss,44447,66644,Decision (Unanimous),,Vern Gorman,3,5:00
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,3,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Hakeem-Dawodu-158725,/fighter/Behrang-Yousefi-80072,Hakeem Dawodu,Behrang Yousefi,win,loss,158725,80072,KO (Punch),,Kyle Cardinal,1,1:07
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,2,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Roger-Alves-11401,/fighter/Jemark-Brady-101039,Roger Alves,Jemark Brady,win,loss,11401,101039,Decision (Unanimous),,John Braak,3,5:00
/events/WSOF-Canada-Ford-vs-Powell-34701,34701,1,WSOF Canada - Ford vs. Powell,World Series of Fighting,2/21/2014,"Edmonton Expo Centre 
Edmonton, Alberta, Canada",/fighter/Stuart-Fontaine-76404,/fighter/Justin-Evans-87345,Stuart Fontaine,Justin Evans,win,loss,76404,87345,TKO (Punches),,Kyle Cardinal,1,2:11
/events/WSOF-9-Carl-vs-Palhares-34703,34703,11,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Rousimar-Palhares-16286,/fighter/Steve-Carl-15123,Rousimar Palhares,Steve Carl,win,loss,16286,15123,Method Submission (Inverted Heel Hook),,Referee Yves Lavigne,1,1:09
/events/WSOF-9-Carl-vs-Palhares-34703,34703,10,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Marlon-Moraes-30936,/fighter/Josh-Rettinghouse-82431,Marlon Moraes,Josh Rettinghouse,win,loss,30936,82431,Decision (Unanimous),,Jason Herzog,5,5:00
/events/WSOF-9-Carl-vs-Palhares-34703,34703,9,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Yushin-Okami-5569,/fighter/Svetlozar-Savov-53427,Yushin Okami,Svetlozar Savov,win,loss,5569,53427,Submission (Arm-Triangle Choke),,Yves Lavigne,2,4:46
/events/WSOF-9-Carl-vs-Palhares-34703,34703,8,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Joshua-Burkman-10003,/fighter/Tyler-Stinson-17728,Joshua Burkman,Tyler Stinson,win,loss,10003,17728,KO (Punch),,Jason Herzog,1,2:15
/events/WSOF-9-Carl-vs-Palhares-34703,34703,7,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Jonathan-Nunez-61050,/fighter/Ozzy-Dugulubgov-80803,Jonathan Nunez,Ozzy Dugulubgov,win,loss,61050,80803,Decision (Split),,Steve Mazzagatti,3,5:00
/events/WSOF-9-Carl-vs-Palhares-34703,34703,6,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Mike-Corey-12567,/fighter/Shane-Kruchten-22808,Mike Corey,Shane Kruchten,win,loss,12567,22808,Submission (Rear-Naked Choke),,Chris Tognoni,2,2:59
/events/WSOF-9-Carl-vs-Palhares-34703,34703,5,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Bryson-Hansen-27031,/fighter/Sean-Cantor-77832,Bryson Hansen,Sean Cantor,win,loss,27031,77832,TKO (Punches),,Jason Herzog,1,0:46
/events/WSOF-9-Carl-vs-Palhares-34703,34703,4,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Chris-Gruetzemacher-36924,/fighter/John-Gunderson-7018,Chris Gruetzemacher,John Gunderson,win,loss,36924,7018,Decision (Unanimous),,Steve Mazzagatti,3,5:00
/events/WSOF-9-Carl-vs-Palhares-34703,34703,3,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Brenson-Hansen-55742,/fighter/Boostayre-Nefarios-79078,Brenson Hansen,Boostayre Nefarios,win,loss,55742,79078,Decision (Unanimous),,Chris Tognoni,3,5:00
/events/WSOF-9-Carl-vs-Palhares-34703,34703,2,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Danny-Davis-Jr-43956,/fighter/Phil-Dace-34372,Danny Davis Jr.,Phil Dace,win,loss,43956,34372,Decision (Unanimous),,Steve Mazzagatti,3,5:00
/events/WSOF-9-Carl-vs-Palhares-34703,34703,1,WSOF 9 - Carl vs. Palhares,World Series of Fighting,3/29/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Jimmy-Spicuzza-47423,/fighter/Gil-Guardado-51218,Jimmy Spicuzza,Gil Guardado,win,loss,47423,51218,Submission (Rear-Naked Choke),,Chris Tognoni,1,3:14
/events/WSOF-Canada-2-Loiseau-vs-Lewis-37525,37525,8,WSOF Canada 2 - Loiseau vs. Lewis,World Series of Fighting,6/7/2014,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Dwayne-Lewis-22126,/fighter/David-Loiseau-903,Dwayne Lewis,David Loiseau,win,loss,22126,903,Method Decision (Unanimous),,Referee Kyle Cardinal,3,5:00
/events/WSOF-Canada-2-Loiseau-vs-Lewis-37525,37525,7,WSOF Canada 2 - Loiseau vs. Lewis,World Series of Fighting,6/7/2014,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Josh-Hill-53662,/fighter/Mike-Adams-4798,Josh Hill,Mike Adams,win,loss,53662,4798,KO (Punch),,Vern Gorman,1,4:20
/events/WSOF-Canada-2-Loiseau-vs-Lewis-37525,37525,6,WSOF Canada 2 - Loiseau vs. Lewis,World Series of Fighting,6/7/2014,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Tim-Hague-19599,/fighter/Matt-Baker-49956,Tim Hague,Matt Baker,win,loss,19599,49956,TKO (Punches),,John Braak,1,3:56
/events/WSOF-Canada-2-Loiseau-vs-Lewis-37525,37525,5,WSOF Canada 2 - Loiseau vs. Lewis,World Series of Fighting,6/7/2014,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Spencer-Jebb-87110,/fighter/Matt-DesRoches-91573,Spencer Jebb,Matt DesRoches,win,loss,87110,91573,Decision (Unanimous),,Kyle Cardinal,3,5:00
/events/WSOF-Canada-2-Loiseau-vs-Lewis-37525,37525,4,WSOF Canada 2 - Loiseau vs. Lewis,World Series of Fighting,6/7/2014,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Ryan-Janes-40126,/fighter/David-Perron-47026,Ryan Janes,David Perron,win,loss,40126,47026,Submission (Rear-Naked Choke),,Vern Gorman,1,4:23
/events/WSOF-Canada-2-Loiseau-vs-Lewis-37525,37525,3,WSOF Canada 2 - Loiseau vs. Lewis,World Series of Fighting,6/7/2014,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Hakeem-Dawodu-158725,/fighter/Jake-Macdonald-59406,Hakeem Dawodu,Jake Macdonald,win,loss,158725,59406,KO (Punches),,John Braak,2,0:18
/events/WSOF-Canada-2-Loiseau-vs-Lewis-37525,37525,2,WSOF Canada 2 - Loiseau vs. Lewis,World Series of Fighting,6/7/2014,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Marcus-Hicks-9363,/fighter/Markhaile-Wedderburn-20865,Marcus Hicks,Markhaile Wedderburn,win,loss,9363,20865,Submission (Rear-Naked Choke),,Kyle Cardinal,1,1:34
/events/WSOF-Canada-2-Loiseau-vs-Lewis-37525,37525,1,WSOF Canada 2 - Loiseau vs. Lewis,World Series of Fighting,6/7/2014,"Edmonton Expo Centre, Edmonton, Alberta, Canada",/fighter/Graham-Park-74565,/fighter/Jordan-Murray-37670,Graham Park,Jordan Murray,win,loss,74565,37670,TKO (Elbows and Punches),,Vern Gorman,1,1:00
/events/WSOF-10-Branch-vs-Taylor-34707,34707,11,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/David-Branch-32431,/fighter/Jesse-Taylor-17389,David Branch,Jesse Taylor,win,loss,32431,17389,Method Submission (Brabo Choke),,Referee Herb Dean,1,1:41
/events/WSOF-10-Branch-vs-Taylor-34707,34707,10,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Rick-Glenn-20171,/fighter/Georgi-Karakhanyan-19472,Rick Glenn,Georgi Karakhanyan,win,loss,20171,19472,TKO (Retirement),,Steve Mazzagatti,2,5:00
/events/WSOF-10-Branch-vs-Taylor-34707,34707,9,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Jessica-Aguilar-15174,/fighter/Emi-Fujino-10006,Jessica Aguilar,Emi Fujino,win,loss,15174,10006,Decision (Unanimous),,Herb Dean,5,5:00
/events/WSOF-10-Branch-vs-Taylor-34707,34707,8,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Luiz-Firmino-1978,/fighter/Tyson-Griffin-11689,Luiz Firmino,Tyson Griffin,win,loss,1978,11689,Decision (Unanimous),,Steve Mazzagatti,3,5:00
/events/WSOF-10-Branch-vs-Taylor-34707,34707,7,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Lance-Palmer-80836,/fighter/Nick-LoBosco-75678,Lance Palmer,Nick LoBosco,win,loss,80836,75678,Submission (Rear-Naked Choke),,Herb Dean,1,4:15
/events/WSOF-10-Branch-vs-Taylor-34707,34707,6,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Derrick-Mehmen-17137,/fighter/Dave-Huckaba-16826,Derrick Mehmen,Dave Huckaba,win,loss,17137,16826,Decision (Unanimous),,Steve Mazzagatti,3,5:00
/events/WSOF-10-Branch-vs-Taylor-34707,34707,5,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Timur-Valiev-70605,/fighter/Adam-Acquaviva-102261,Timur Valiev,Adam Acquaviva,win,loss,70605,102261,TKO (Flying Knee),,Mark Smith,3,1:35
/events/WSOF-10-Branch-vs-Taylor-34707,34707,4,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Krasimir-Mladenov-63057,/fighter/Angel-DeAnda-40669,Krasimir Mladenov,Angel DeAnda,win,loss,63057,40669,Decision (Unanimous),,Chris Tognoni,3,5:00
/events/WSOF-10-Branch-vs-Taylor-34707,34707,3,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Ashlee-EvansSmith-75021,/fighter/Marciea-Allen-62754,Ashlee Evans-Smith,Marciea Allen,win,loss,75021,62754,TKO (Elbows),,Mark Smith,3,3:01
/events/WSOF-10-Branch-vs-Taylor-34707,34707,2,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Jimmy-Spicuzza-47423,/fighter/Justin-Jaynes-53713,Jimmy Spicuzza,Justin Jaynes,win,loss,47423,53713,Decision (Unanimous),,Chris Tognoni,3,5:00
/events/WSOF-10-Branch-vs-Taylor-34707,34707,1,WSOF 10 - Branch vs. Taylor,World Series of Fighting,6/21/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/AJ-Williams-128627,/fighter/Tanner-Cowan-105225,A.J. Williams,Tanner Cowan,win,loss,128627,105225,KO (Head Kick and Punches),,Mark Smith,1,0:44
/events/WSOF-11-Gaethje-vs-Newell-36539,36539,8,WSOF 11 - Gaethje vs. Newell,World Series of Fighting,7/5/2014,"Ocean Center, Daytona Beach, Florida, United States",/fighter/Justin-Gaethje-46648,/fighter/Nick-Newell-59502,Justin Gaethje,Nick Newell,win,loss,46648,59502,Method TKO (Punches),,Referee Telis Assimenios,2,3:09
/events/WSOF-11-Gaethje-vs-Newell-36539,36539,7,WSOF 11 - Gaethje vs. Newell,World Series of Fighting,7/5/2014,"Ocean Center, Daytona Beach, Florida, United States",/fighter/Jon-Fitch-4865,/fighter/Dennis-Hallman-275,Jon Fitch,Dennis Hallman,win,loss,4865,275,Decision (Unanimous),,Josh Rutgers,3,5:00
/events/WSOF-11-Gaethje-vs-Newell-36539,36539,6,WSOF 11 - Gaethje vs. Newell,World Series of Fighting,7/5/2014,"Ocean Center, Daytona Beach, Florida, United States",/fighter/Cody-Bollinger-17387,/fighter/Pablo-Alfonso-19191,Cody Bollinger,Pablo Alfonso,win,loss,17387,19191,Submission (Rear-Naked Choke),,Josh Rutgers,1,2:37
/events/WSOF-11-Gaethje-vs-Newell-36539,36539,5,WSOF 11 - Gaethje vs. Newell,World Series of Fighting,7/5/2014,"Ocean Center, Daytona Beach, Florida, United States",/fighter/Melvin-Guillard-7431,/fighter/Gesias-Cavalcante-9771,Melvin Guillard,Gesias Cavalcante,win,loss,7431,9771,TKO (Punches and Elbows),,Telis Assimenios,2,2:36
/events/WSOF-11-Gaethje-vs-Newell-36539,36539,4,WSOF 11 - Gaethje vs. Newell,World Series of Fighting,7/5/2014,"Ocean Center, Daytona Beach, Florida, United States",/fighter/Jake-Heun-66992,/fighter/Kendrick-Miree-75772,Jake Heun,Kendrick Miree,win,loss,66992,75772,Decision (Unanimous),,Telis Assimenios,3,5:00
/events/WSOF-11-Gaethje-vs-Newell-36539,36539,3,WSOF 11 - Gaethje vs. Newell,World Series of Fighting,7/5/2014,"Ocean Center, Daytona Beach, Florida, United States",/fighter/Neiman-Gracie-143527,/fighter/Dustin-Holyko-83158,Neiman Gracie,Dustin Holyko,win,loss,143527,83158,Submission (Rear-Naked Choke),,Josh Rutgers,2,2:21
/events/WSOF-11-Gaethje-vs-Newell-36539,36539,2,WSOF 11 - Gaethje vs. Newell,World Series of Fighting,7/5/2014,"Ocean Center, Daytona Beach, Florida, United States",/fighter/Jose-Caceres-67216,/fighter/Walber-Brito-de-Barros-47487,Jose Caceres,Walber Brito de Barros,win,loss,67216,47487,Decision (Unanimous),,Telis Assimenios,3,5:00
/events/WSOF-11-Gaethje-vs-Newell-36539,36539,1,WSOF 11 - Gaethje vs. Newell,World Series of Fighting,7/5/2014,"Ocean Center, Daytona Beach, Florida, United States",/fighter/Muhammed-DeReese-121069,/fighter/Rashaun-Spencer-45016,Muhammed DeReese,Rashaun Spencer,win,loss,121069,45016,Decision (Unanimous),,Josh Rutgers,3,5:00
/events/WSOF-12-Palomino-vs-Gonzalez-36541,36541,9,WSOF 12 - Palomino vs. Gonzalez,World Series of Fighting,8/9/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Luis-Palomino-16697,/fighter/Lewis-Gonzalez-84278,Luis Palomino,Lewis Gonzalez,win,loss,16697,84278,Method KO (Knee and Punch),,Referee Herb Dean,1,4:42
/events/WSOF-12-Palomino-vs-Gonzalez-36541,36541,8,WSOF 12 - Palomino vs. Gonzalez,World Series of Fighting,8/9/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Ronny-Markes-21175,/fighter/Cully-Butterfield-53920,Ronny Markes,Cully Butterfield,win,loss,21175,53920,Decision (Unanimous),,Steve Mazzagatti,3,5:00
/events/WSOF-12-Palomino-vs-Gonzalez-36541,36541,7,WSOF 12 - Palomino vs. Gonzalez,World Series of Fighting,8/9/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Elvis-Mutapcic-28038,/fighter/Kelvin-Tiller-47441,Elvis Mutapcic,Kelvin Tiller,win,loss,28038,47441,Decision (Unanimous),,Herb Dean,3,5:00
/events/WSOF-12-Palomino-vs-Gonzalez-36541,36541,6,WSOF 12 - Palomino vs. Gonzalez,World Series of Fighting,8/9/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Brandon-Hempleman-51116,/fighter/Alexis-Vila-39670,Brandon Hempleman,Alexis Vila,win,loss,51116,39670,Decision (Unanimous),,Kim Winslow,3,5:00
/events/WSOF-12-Palomino-vs-Gonzalez-36541,36541,5,WSOF 12 - Palomino vs. Gonzalez,World Series of Fighting,8/9/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Matt-Sayles-93675,/fighter/Bryson-Hansen-27031,Matt Sayles,Bryson Hansen,win,loss,93675,27031,Decision (Unanimous),,Steve Mazzagatti,3,5:00
/events/WSOF-12-Palomino-vs-Gonzalez-36541,36541,4,WSOF 12 - Palomino vs. Gonzalez,World Series of Fighting,8/9/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Lucas-Montoya-35633,/fighter/Jimmy-Spicuzza-47423,Lucas Montoya,Jimmy Spicuzza,win,loss,35633,47423,TKO (Punches),,Kim Winslow,1,4:11
/events/WSOF-12-Palomino-vs-Gonzalez-36541,36541,3,WSOF 12 - Palomino vs. Gonzalez,World Series of Fighting,8/9/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Danny-Davis-Jr-43956,/fighter/Jorge-Lopez-23271,Danny Davis Jr.,Jorge Lopez,win,loss,43956,23271,Decision (Unanimous),,Herb Dean,3,5:00
/events/WSOF-12-Palomino-vs-Gonzalez-36541,36541,2,WSOF 12 - Palomino vs. Gonzalez,World Series of Fighting,8/9/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Adam-Acquaviva-102261,/fighter/Cody-Maltais-129133,Adam Acquaviva,Cody Maltais,win,loss,102261,129133,Decision (Split),,Kim Winslow,3,5:00
/events/WSOF-12-Palomino-vs-Gonzalez-36541,36541,1,WSOF 12 - Palomino vs. Gonzalez,World Series of Fighting,8/9/2014,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Bryson-Gutches-35292,/fighter/Soslan-Abanokov-71292,Bryson Gutches,Soslan Abanokov,win,loss,35292,71292,Submission (Rear-Naked Choke),,Steve Mazzagatti,2,1:07
/events/WSOF-13-Moraes-vs-Bollinger-39551,39551,10,WSOF 13 - Moraes vs. Bollinger,World Series of Fighting,9/13/2014,"Sands Bethlehem Event Center, Bethlehem, Pennsylvania, United States",/fighter/Marlon-Moraes-30936,/fighter/Cody-Bollinger-17387,Marlon Moraes,Cody Bollinger,win,loss,30936,17387,Method Submission (Rear-Naked Choke),,Referee Dan Miragliotta,2,1:35
/events/WSOF-13-Moraes-vs-Bollinger-39551,39551,9,WSOF 13 - Moraes vs. Bollinger,World Series of Fighting,9/13/2014,"Sands Bethlehem Event Center, Bethlehem, Pennsylvania, United States",/fighter/Ozzy-Dugulubgov-80803,/fighter/Keon-Caldwell-50980,Ozzy Dugulubgov,Keon Caldwell,win,loss,80803,50980,KO (Punch),,Bill Bookwalter,3,1:38
/events/WSOF-13-Moraes-vs-Bollinger-39551,39551,8,WSOF 13 - Moraes vs. Bollinger,World Series of Fighting,9/13/2014,"Sands Bethlehem Event Center, Bethlehem, Pennsylvania, United States",/fighter/Timur-Valiev-70605,/fighter/Isaiah-Chapman-58551,Timur Valiev,Isaiah Chapman,win,loss,70605,58551,Decision (Unanimous),,Dan Miragliotta,3,5:00
/events/WSOF-13-Moraes-vs-Bollinger-39551,39551,7,WSOF 13 - Moraes vs. Bollinger,World Series of Fighting,9/13/2014,"Sands Bethlehem Event Center, Bethlehem, Pennsylvania, United States",/fighter/Frankie-Perez-79784,/fighter/Tom-Marcellino-28782,Frankie Perez,Tom Marcellino,win,loss,79784,28782,Decision (Unanimous),,Dan Miragliotta,3,5:00
/events/WSOF-13-Moraes-vs-Bollinger-39551,39551,6,WSOF 13 - Moraes vs. Bollinger,World Series of Fighting,9/13/2014,"Sands Bethlehem Event Center, Bethlehem, Pennsylvania, United States",/fighter/Emmanuel-Walo-79331,/fighter/Tenyeh-Dixon-12859,Emmanuel Walo,Tenyeh Dixon,win,loss,79331,12859,DQ,,Bill Bookwalter,3,5:00
/events/WSOF-13-Moraes-vs-Bollinger-39551,39551,5,WSOF 13 - Moraes vs. Bollinger,World Series of Fighting,9/13/2014,"Sands Bethlehem Event Center, Bethlehem, Pennsylvania, United States",/fighter/Nick-Browne-88841,/fighter/Sidney-Outlaw-64243,Nick Browne,Sidney Outlaw,win,loss,88841,64243,TKO (Punches),,Dan Miragliotta,1,0:25
/events/WSOF-13-Moraes-vs-Bollinger-39551,39551,4,WSOF 13 - Moraes vs. Bollinger,World Series of Fighting,9/13/2014,"Sands Bethlehem Event Center, Bethlehem, Pennsylvania, United States",/fighter/Katlyn-Chookagian-119071,/fighter/Brigitte-Narcise-155571,Katlyn Chookagian,Brigitte Narcise,win,loss,119071,155571,KO (Knees),,Bill Bookwalter,3,0:38
/events/WSOF-13-Moraes-vs-Bollinger-39551,39551,3,WSOF 13 - Moraes vs. Bollinger,World Series of Fighting,9/13/2014,"Sands Bethlehem Event Center, Bethlehem, Pennsylvania, United States",/fighter/Matt-Secor-46309,/fighter/Brett-Shoenfelt-54218,Matt Secor,Brett Shoenfelt,win,loss,46309,54218,Submission (Rear-Naked Choke),,N/A,2,4:31
/events/WSOF-13-Moraes-vs-Bollinger-39551,39551,2,WSOF 13 - Moraes vs. Bollinger,World Series of Fighting,9/13/2014,"Sands Bethlehem Event Center, Bethlehem, Pennsylvania, United States",/fighter/Sidemar-Honorio-20757,/fighter/Matthew-Lozano-76939,Sidemar Honorio,Matthew Lozano,win,loss,20757,76939,TKO (Arm Injury),,N/A,3,0:28
/events/WSOF-13-Moraes-vs-Bollinger-39551,39551,1,WSOF 13 - Moraes vs. Bollinger,World Series of Fighting,9/13/2014,"Sands Bethlehem Event Center, Bethlehem, Pennsylvania, United States",/fighter/Luciano-Cristovam-91947,/fighter/Francisco-Isata-156305,Luciano Cristovam,Francisco Isata,win,loss,91947,156305,Decision (Unanimous),,N/A,3,5:00
/events/WSOF-14-US-vs-Canada-39403,39403,8,WSOF 14 - U.S. vs. Canada,World Series of Fighting,10/11/2014,"Edmonton Expo Centre at Northlands, Edmonton, Alberta, Canada",/fighter/Jake-Shields-502,/fighter/Ryan-Ford-23000,Jake Shields,Ryan Ford,win,loss,502,23000,Method Submission (Rear-Naked Choke),,Referee Kyle Cardinal,1,4:29
/events/WSOF-14-US-vs-Canada-39403,39403,7,WSOF 14 - U.S. vs. Canada,World Series of Fighting,10/11/2014,"Edmonton Expo Centre at Northlands, Edmonton, Alberta, Canada",/fighter/Smealinho-Rama-93351,/fighter/Derrick-Mehmen-17137,Smealinho Rama,Derrick Mehmen,win,loss,93351,17137,TKO (Punches),,John Braak,1,0:51
/events/WSOF-14-US-vs-Canada-39403,39403,6,WSOF 14 - U.S. vs. Canada,World Series of Fighting,10/11/2014,"Edmonton Expo Centre at Northlands, Edmonton, Alberta, Canada",/fighter/Chris-Horodecki-13944,/fighter/Luis-Huete-41199,Chris Horodecki,Luis Huete,win,loss,13944,41199,Decision (Unanimous),,Kyle Cardinal,3,5:00
/events/WSOF-14-US-vs-Canada-39403,39403,5,WSOF 14 - U.S. vs. Canada,World Series of Fighting,10/11/2014,"Edmonton Expo Centre at Northlands, Edmonton, Alberta, Canada",/fighter/Jared-Hamman-15949,/fighter/Luke-Harris-23734,Jared Hamman,Luke Harris,win,loss,15949,23734,TKO (Punches),,Kyle Cardinal,1,2:27
